Aruanda,F,012-DGRC-2000,
Aruna,F,012-DGRC-2000,
Aruni,A,ACOMP/OTRO.17/99,
Arvid,M,012-DGRC-2000,
Ary,M,559/61,
Aryan,M,8/02,
Aryana,F,17/98,
Arydea,F,505/59,
Arye,M,012-DGRC-2000,
Asaar,M,012-DGRC-2000,
Asael,M,871/76,ORIGEN: HEBREOSIGNIFICADO: HERMANO DE YOAB Y ABISAY, UNO DE LOS HIJOS DE SERUYA
Asaf,M,865/75,ORIGEN: HEBREOSIGNIFICADO: DIOS SE HA APODERADO DE MIERA DE UNA FA- MILIA DE CANTORESMAESTRO DE MUSICA DE DAVID Y DE SALOMONGENERO: MAS CULINO.
Asafo,M,SANTORAL,
Asbed,M,ACOMP/OTRO 12/00,
Asbel,M,012-DGRC-2000,
Ascension,A,ACOMP/OTRO-121/98,NOMBRE MISTICO EVOCADOR DE LA ASCENSION DE JESUCRISTO A LOS CIELOS-
Ascla,F,SANTORAL,
Asclas,M,SANTORAL,
Asclepiades,M,SANTORAL,
Asclepiodoto,M,SANTORAL,
Asdrubal,M,545/60,ORIGEN: FENICIOCARTAGINESSIGNIFICADO: MI SOCORRO ES BAAL -EL QUE ES TA PROTEGIDO POR DIOSNOMBRE: COMUNGENERO: MASCULINO
Asei,M,012-DGRC-2000,
Asela,F,SANTORAL,
Asencio,M,23/00,
Aser,M,13/96,ORIGEN: HEBREOSIGNIFICADO: EPONIMO DE LA TRIBU ISRAELITA DE IGUAL NOM BREHIJO DE JACOB Y DE LIAGENERO: MASCULINO
Aset,M,012-DGRC-2000,
Asha,F,012-DGRC-2000,
Asher,M,012-DGRC-2000,
Ashera,F,8/03,
Ashford,M,012-DGRC-2000,
Ashjen,M,012-DGRC-2000,
Ashlan,A,012-DGRC-2000 A/OTRO,
Ashley,A,ACOMP/OTRO 19/99,
Ashlin,M,012-DGRC-2000,
Ashling,F,23/00,
Ashtar,M,012-DGRC-2000,
Ashur,M,CIRC. 05/2000,
Asia,F,012-DGRC-2000,
Asier,M,012-DGRC-2000,
Asincrito,M,SANTORAL,
Asis,M,6/02,
Asise,M,012-DGRC-2000,
Aslan,M,012-DGRC-2000,
Asmara,F,012-DGRC-2000,
Asmodeo,M,COMUN,
Aspasia,F,COMUN,ASPASIO: ORIGEN: GRIEGOSIGNIFICADO: FILOSOFO PERIPATETICO DEL SIGLO ICOMENTARISTA DE ARISTOTELESASPASIA: FEMENINO DE ASPASIO.
Aspreno,M,SANTORAL,
Assur,M,012-DGRC-2000,
Asta,F,012-DGRC-2000,
Astalora,F,012-DGRC-2000,
Astera,F,012-DGRC-2000,
Asteria,F,SANTORAL,ORIGEN: GRIEGOSIGNIFICADO: FIGURA DE LA MITOLOGIA GRIEGAPOR ESCAPAR DE ZEUS SE LANZO AL MAR. GENERO: FEMENINO
Asterio,M,COMUN,ORIGEN: GRIEGOSIGNIFICADO: FIGURA EN LA MITOLOGIA GRIEGA- POR ESCAPAR  DE ZEUS SE LANZO AL MARMASCULINO DE ASTERIA.
Astio,M,SANTORAL,
Astor,M,2/90,
Astra,F,012-DGRC-2000,
Astrea,F,COMUN,
Astrid,F,584/62,ORIGEN: GERMANICOSIGNIFICADO: QUERIDA POR LOS DIOSESASTRID ERA LA MADRE DE SAN OLF Y DESDE ENTONCES SE USA PARA LAS FAMILIAS REALES- GENERO: FEMENINO.
Asuero,M,COMUN,
Asuncion,F,COMUN,ORIGEN: NO TIENE ORIGEN SEMANTICO Y SERIA LA TRADUCCION DEL HECHO Y MISTERIO BIBLICO, EN HEBREO, QUE NO ES UTILIZADO COMO NOMBRESIGNIFICA DO: LA QUE FUE LLEVADA A LOS CIELOS, DEL LATIN CLASICO "ASSUNPTIO": AC- CION DE TOMAR O ATRIBUIR, PROCEDE DEL LATIN ECLESIASTICO"ASSUMPTIO": ELE
Atahualpa,M,819/72,ORIGEN: GRIEGOSIGNIFICADO: HIJA DE LA AURORA Y DEL TITAN ASTREO- FUE UNA DE LAS ESPOSAS DE HERCULES, MADRE DE TLEPTOLEMO, NOMBRE QUE MU CHOS AUTORES DAN A LA CONSTELACION DE VIRGOGENERO: FEMENINO.
Atahualpa d.l.Andes,M,012-DGRC-2000,
Atalia,F,PCIA DE BS AS,
Atalicio,M,012-DGRC-2000,
Ataliva,M,PCIA.BS AS.,
Atalo,M,SANTORAL,
Atanasia,F,SANTORAL,ORIGEN: GRIEGOSIGNIFICADO: INMORTALFEMENINO DE ATANASIO.
Atanasio,M,COMUN,ORIGEN: GRIEGOSIGNIFICADO: INMORTALGENERO: MASCULINOVARIACION DE GENERO: ATANASIA.
Atara,F,012-DGRC-2000,
Atenas,F,012-DGRC-2000,
Atenea,F,680/67,ORIGEN: GRIEGOSIGNIFICADO: DIOSA DE LA MITOLOGIA GRIEGA. NO TIENE MADRE, NACE DE LA CABEZA DE ZEUS.-ES DIOSA VIRGEN Y GUERRERA.-PROTECTO RA DE LA INTELIGENCIA, EL RAZONAMIENTO Y EL DERECHOGENERO: FEMENINO.
Atenodoro,M,SANTORAL,ORIGEN: GRIEGOSIGNIFICADO: REGALO DE LA SABIDURIAGENERO: MASCULI NO.-
Atenogenes,M,SANTORAL,
Athalia,F,012-DGRC-2000,
Athan,M,012-DGRC-2000,
Athena,F,012-DGRC-2000,
Athenas,F,012-DGRC-2000,
Atherton,M,012-DGRC-2000,
Athina,F,14/94,
Athos,M,521/59,
Atica,F,14/87,
Atico,M,COMUN,
Atieh,M,012-DGRC-2000,
Atiel,M,012-DGRC-2000,
Atifa,F,012-DGRC-2000,
Atila,M,851/74,ORIGEN: TEUTONSIGNIFICADO: EL PADRE, GOTICO DE "ATTA": PADRE, E"ILA" PADRECITONOMBRE: COMUNGENERO: MASCULINO
Atilano,M,890/78,ORIGEN: GERMANICOSIGNIFICADO: PADRECITOGENERO: MASCULINO.
Atilio,M,USJ,
Aton,M,SANTORAL,
Attar,M,012-DGRC-2000,
Atuel,M,012-DGRC-2000,
Atzin,A,ACOMP/OTRO 2/98,
Auberta,F,012-DGRC-2000,
Auberto,M,937/82,ORIGEN: FRANCESSIGNIFICADO: FORMA POPULAR DE ALBERTOGENERO: MASCU- LINO.
Aubino,M,SANTORAL,
Aubrey,M,012-DGRC-2000,
Auca,M,2/00,
Aucan,A,ACOMP/OTRO-15/94,
Aucto,M,SANTORAL,
Auda,F,851/74,
Audacto,M,SANTORAL,
Audaz,M,SANTORAL,
Audberto,M,SANTORAL,
Aude,F,15/02,
Audelina,F,249/51,ORIGEN: GERMANICOSIGNIFICADO: NOMBRE DE MUJERGENERO: FEMENINO VARIACION DE GENERO: AUDELINO
Auden,M,012-DGRC-2000,
Audi,F,012-DGRC-2000,
Audifaz,M,SANTORAL,
Audoeno,M,SANTORAL,
Audomaro,M,SANTORAL,
Audra,F,012-DGRC-2000,
Audrey,F,10/97-,
Audric,M,012-DGRC-2000,
Audry,F,012-DGRC-2000,
Audun,M,012-DGRC-2000,
Augulo,M,SANTORAL,
Augurio,M,SANTORAL,
August,M,012-DGRC-2000,
Augusta,F,COMUN,ORIGEN: LATINOSIGNIFICADO: EL QUE MERECE FAMA, EL VENERADO, DEL LATIN "AUGUSTUS": SANTO, CONSAGRADO, MAJESTUOSO, VENERABLE, SOBRENOMBRE DE G. OCTA VIO CESAR, PRIMERO DE LOS EMPERADORES ROMANOS DURANTE CUYO GOBIERNO NA- CIO JESUCRISTOORIGINARIAMENTE EL NOMBRE TENIA EL SENTIDO DE AUGURIO
Augustal,M,SANTORAL,
Augustin,M,012-DGRC-2000,
Augustine,A,ACOMP/OTRO 12/00,
Augusto,M,COMUN,ORIGEN: LATINOSIGNIFICADO: EL QUE MERECE FAMA, EL VENERADO, DEL LATIN "AUGUSTUS": SANTO, CONSAGRADO, MAJESTUOSO, VENERABLE, SOBRENOMBRE DE G. OCTA VIO CESAR, PRIMERO DE LOS EMPERADORES ROMANOS DURANTE CUYO GOBIERNO NA CIO JESUCRISTO, ORIGINARIAMENTE TENIA EL SENTIDO DE AUGURIO CONSACRATUS
Augustus,M,012-DGRC-2000,
Auki,A,ACOMP/OTRO 13/98,
Aunario,M,SANTORAL,
Aure,F,012-DGRC-2000,
Aurea,F,832/73,ORIGEN: LATINOSIGNIFICADO: VARIACION DE AURELIOGENERO: FEMENINO.
Auree,F,012-DGRC-2000,
Aurek,F,012-DGRC-2000,
Aurelia,F,COMUN,ORIGEN: LATINOSIGNIFICADO: QUE ES DE VALOR COMO EL ORO, DEL LATIN "AURELIUS" NOMBRE DE UNA GENS ROMANA, QUE PARECE DERIVADO DE LA MISMA VOZ INDOEUROPEA DE LA CUAL PROCEDE AURORA: DE COLOR DE ORONOMBRE: CO MUNGENERO: FEMENINOVARIACION DE GENERO: AURELIO.
Aureliano,M,COMUN,ORIGEN: LATINOSIGNIFICADO: VARIACION DE AURELIONOMBRE: COMUN GENERO: MASCULINOVARIACION DE GENERO: AURELIANA.
Aurelio,M,COMUN,ORIGEN: LATINOSIGNIFICADO: QUE ES DE VALOR COMO EL ORO, DEL LATIN "AURELIUS" NOMBRE DE UNA GENS ROMANA, QUE PARECE DERIVADO DE LA MISMA VOZ INDOEUROPEA DE LA CUAL PROCEDE AURORA: DE COLOR DE ORONOMBRE: CO MUNGENERO: MASCULINOVARIACION DE GENERO: AURELIA.
Aureo,M,SANTORAL,
Auri,F,012-DGRC-2000,
Auria,F,012-DGRC-2000,
Aurilia,F,012-DGRC-2000,
Aurora,F,COMUN,ORIGEN: LATINOSIGNIFICADO: BRILLANTE Y RESPLANDECIENTE, HIJA DE HIPE- RION Y TIA, HERMANA DE HELIO Y DE SELENE. LA AURORA ES IMAGINADA EN SU CARRO DE DOS CABALLOS BLANCOS CON VESTIDO DE COLOR AZAFRAN CON DEDOS ROSADOS Y UN CANTARO EN LOS BRAZOS COMO PORTADORA DEL ROCIO; EN REALI-
Ausano,M,SANTORAL,
Ausonio,M,COMUN,
Auspicio,M,SANTORAL,
Austin,M,012-DGRC-2000,
Austreberta,F,SANTORAL,
Austregisilo,M,SANTORAL,
Austremonio,M,SANTORAL,
Austricliniano,M,SANTORAL,
Autana,F,012-DGRC-2000,
Autonomo,M,SANTORAL,
Autumm,F,012-DGRC-2000,
Auxano,M,SANTORAL,
Auxencio,M,SANTORAL,
Auxibio,M,SANTORAL,
Auxilio,M,SANTORAL,ORIGEN: LATINOSIGNIFICADO: QUE SALVA, QUE TRAE AYUDANOMBRE: COMUN GENERO: FEMENINO.
Auxtina,F,012-DGRC-2000,
Ava,F,012-DGRC-2000,
Avedis,M,...9/00,
Avelino,M,COMUN,ORIGEN: LATINOSIGNIFICADO: EL QUE NACIO EN AVELLA, EL NOMBRE PROVIE- NE DE LA CIUDAD DE AVELLINO, EN LA CAMPANIA, ABUNDANTE EN AVELLANAS- SAN ANDRES AVELINO, INSIGNE RELIGIOSO DE LA ORDEN DE LOS TETINOS, NACIDO EN LUCANIA Y MUERTO EN NAPOLESNOMBRE: COMUNGENERO: MASCULINO
Avena,F,012-DGRC-2000,
Aventino,M,SANTORAL,
Avery,M,012-DGRC-2000,
Avi,A,ACOMP/OTRO 12/00,
Avigdor,M,012-DGRC-2000,
Avilio,M,PCIA BS AS,
Avital,F,012-DGRC-2000,
Avito,M,COMUN,ORIGEN: LATINOSIGNIFICADO: EL QUE "ES" DEL ABUELOGENERO: MASCULI NO.
Aviv,M,012-DGRC-2000,
Aviva,F,012-DGRC-2000,
Avril,F,11/00,
Axel,M,902/78,
Aya,F,012-DGRC-2000,
Ayalen,F,PCIA DE BS AS,
Ayame,F,012-DGRC-2000,
Ayarai,M,012-DGRC-2000,
Ayax,M,832/73,ORIGEN: GRIEGOSIGNIFICADO: HIJO DE TELAMON Y DE PERIBEA, UNA DE LAS DONCELLAS ENVIADAS A CRETA POR EGEO Y A QUIEN TESEO HABIA SALVADO LA VIDAGENERO: MASCULINO
Ayelen,F,903/78,
Ayelet,F,19/99,
Ayen,F,012-DGRC-2000,
Ayerai,A,ACOMP/OTRO-PCIA BSAS,
Ayesa,F,012-DGRC-2000,
Ayesha,F,012-DGRC-2000,
Ayhesa,F,012-DGRC-2000,
Ayiana,F,012-DGRC-2000,
Ayisha,F,012-DGRC-2000,
Ayita,F,012-DGRC-2000,
Ayla,F,012-DGRC-2000,
Aylen,A,ACOMP/OTRO-6/95,
Aylin,F,17/99,
Aymara,F,5/84,
Aymee,F,12/04,
Ayoka,F,012-DGRC-2000,
Ayrampu,A,ACOMP/OTRO. 12/00,
Ayren,A,ACOMP/OTRO 15/04,
Ayrton,M,5/91,
Ayumi,F,6/02,
Ayun,A,ACOMP OTRO  14/01,
Azadanes,M,SANTORAL,
Azades,M,SANTORAL,
Azael,M,8/01,
Azalea,F,012-DGRC-2000,
Azalia,F,012-DGRC-2000,
Azarias,M,SANTORAL,ORIGEN: HEBREOSIGNIFICADO: EL SE¥OR ME SOSTIENENOMBRE: COMUN GENERO: MASCULINO.
Azariel,M,15/96,ORIGEN: HEBREOSIGNIFICADO: EL QUE REINA SOBRE LAS AGUASGENERO: MAS CULINO.
Azas,M,SANTORAL,
Azize,M,012-DGRC-2000,
Azrael,M,880/76,
Azucena,F,COMUN,ORIGEN: ARABESIGNIFICADO: MADRE ADMIRABLEESTE NOMBRE SE REFIERE A LA BLANCURA Y A LA PUREZA DEL LIRIO EN SU RELACION METAFORICA CON LA MUJERNOMBRE: COMUNGENERO: FEMENINO.
Azul,F,4/99,
Babet,F,012-DGRC-2000,
Babette,F,012-DGRC-2000,
Babilas,M,SANTORAL,
Bachar,F,012-DGRC-2000,
Baco,M,COMUN,
Badda,F,012-DGRC-2000,
Bademo,M,SANTORAL,
Bader,M,012-DGRC-2000,
Badiha,F,012-DGRC-2000,
Badir,M,012-DGRC-2000,
Badra,F,012-DGRC-2000,
Bahari,M,012-DGRC-2000,
Bahia,F,17/92,
Bahiana,F,8/94,
Bahiano,M,3/99,
Bahich,M,012-DGRC-2000,
Bailey,M,012-DGRC-2000,
Bainbridge,M,012-DGRC-2000,
Baird,M,012-DGRC-2000,
Baka,F,012-DGRC-2000,
Balarama,M,4/99,
Balbiana,F,012-DGRC-2000,
Balbina,F,COMUN,
Balbino,M,890/78,
Balbo,M,USJ,ORIGEN: LATINO   SIGNIFICADO: EL QUE NO HABLA BIEN EL TARTAMUDO CARACTERIZACION DEL NOMBRE: COMUN  GENERO; MASCULINO
Balder,M,012-DGRC-2000,
Baldomero,M,SANTORAL,
Balduino,M,SANTORAL,
Baldur,M,012-DGRC-2000,
Baldwin,M,012-DGRC-2000,
Bali,M,012-DGRC-2000,
Balint,M,012-DGRC-2000,
Baliwani,F,1/00/99,
Ballard,A,012-DGRC-2000 A/OTRO,
Baltar,M,012-DGRC-2000,
Baltasar,M,SANTORAL,
Baltazar,M,12/99,
Balthazar,M,11/99,
Bambu,M,ACOMP/OTRO 12/00,
Banbury,M,012-DGRC-2000,
Bancroft,M,012-DGRC-2000,
Baptiste,M,012-DGRC-2000,
Baraquisio,M,SANTORAL,
Barbaciano,M,SANTORAL,
Barbara,F,COMUN,
Barbato,M,SANTORAL,
Barbea,F,SANTORAL,
Barbelo,M,SANTORAL,
Barclay,M,012-DGRC-2000,
Barcli,F,10/01,
Barden,M,012-DGRC-2000,
Bardomiano,M,SANTORAL,
Baris,M,012-DGRC-2000,
Barkev,M,012-DGRC-2000,
Barlaan,M,SANTORAL,
Barnabas,M,012-DGRC-2000,
Barnard,M,012-DGRC-2000,
Barnett,M,012-DGRC-2000,
Barney,M,012-DGRC-2000,
Baroncio,M,SANTORAL,
Barrett,M,012-DGRC-2000,
Barry,M,012-DGRC-2000,
Barsabas,M,SANTORAL,
Barsanufio,M,SANTORAL,
Barsen,M,SANTORAL,
Barsimeo,M,SANTORAL,
Bart,M,012-DGRC-2000,
Bartolo,M,USJ,DIMINUTIVO DE : BARTOLOMECARACTERIZACION DEL NOMBRE: COMUN GENERO: MASCULINO
Bartolome,M,COMUN,
Barton,M,012-DGRC-2000,
Baruc,M,COMUN,
Baruch,M,012-DGRC-2000,
Baruir,M,012-DGRC-2000,
Baruj,M,27/85,
Barula,M,SANTORAL,
Basa,F,SANTORAL,
Basha,F,012-DGRC-2000,
Basia,F,012-DGRC-2000,
Basiano,M,SANTORAL,
Basil,M,012-DGRC-2000,
Basila,F,SANTORAL,
Basileo,M,SANTORAL,
Basiliano,M,SANTORAL,
Basilides,M,SANTORAL,
Basilio,M,COMUN,
Basilisa,F,SANTORAL,
Basilisco,M,SANTORAL,
Basimah,F,012-DGRC-2000,
Basolo,M,SANTORAL,
Bassa,F,SANTORAL,
Bassi,M,012-DGRC-2000,
Basso,M,SANTORAL,
Bast,M,012-DGRC-2000,
Bastian,M,10/99,
Bastiana,F,PCIA BS AS,
Bat,M,012-DGRC-2000,
Batana,F,PCIA BS AS,
Batia,F,19/99,
Batilde,F,779/71,
Batista,M,012-DGRC-2000,
Batsheva,F,16/00,
Battista,M,5/01,
Batul,F,12/02,
Batya,F,012-DGRC-2000,
Baudelio,M,SANTORAL,
Baudilio,M,COMUN,
Bautista,M,COMUN,
Bavon,M,SANTORAL,
Baxter,M,012-DGRC-2000,
Bay,A,012-DGRC-2000 A/OTRO,
Bayaceto,M,COMUN,
Bayan,M,012-DGRC-2000,
Bayard,M,012-DGRC-2000,
Bayo,F,012-DGRC-2000,
Bayulo,M,SANTORAL,
Beacan,M,012-DGRC-2000,
Beagan,M,012-DGRC-2000,
Beaman,M,012-DGRC-2000,
Beano,M,SANTORAL,
Beata,F,SANTORAL,
Beato,M,SANTORAL,
Beatrice,F,012-DGRC-2000,
Beatrix,F,8/00,
Beatriz,F,COMUN,ORIGEN: LATINOSIGNIFICADO: BEATA, AFORTUNADA, QUE TRAE ALEGRIA, ES EL NOMBRE DE LA AMADA DE DANTE ALIGHIERIINSPIRADORA DE LA DIVINA COMEDIA NOMBRE: COMUNGENERO: FEMENINO.-
Beatriz del Valle,F,328/53,
Beattie,F,012-DGRC-2000,
Beau,M,012-DGRC-2000,
Beaumont,M,012-DGRC-2000,
Beauregard,M,012-DGRC-2000,
Becca,F,012-DGRC-2000,
Beck,M,012-DGRC-2000,
Beda,M,SANTORAL,
Bedelia,F,012-DGRC-2000,
Beder,M,PCIA BS AS,
Begga,F,SANTORAL,
Begoña,F,511/59,ORIGEN: VASCO  SIGNIFICADO: ADVOCACION VASCA DE LA VIRGEN   CARACTERI- ZACION DEL NOMBRE: COMUN   GENERO: FEMENINO.
Begonia,F,USJ,SIGNIFICADO: NOMBRE DE UNA FLOR AMERICANA CREADA POR EL BOTANICO  FRAN- CES "PLUMIER" EN HONOR A "BEGON " INTENDENTE DE SANTO DOMINGO, CARACTE- RIZACION DEL NOMBRE: COMUN   GENERO: FEMENINO
Beism,M,COMUN,
Bejle,F,012-DGRC-2000,
Bel,F,012-DGRC-2000,
Bela,A,ACOMP/OTRO 12/00,
Belana,F,15/01,
Belara,F,012-DGRC-2000,
Belarmino,M,012-DGRC-2000,
Beldon,M,012-DGRC-2000,
Belen,A,F.-M/CO-31/96,
Belena,F,PCIA BS AS,
Belerofonte,M,COMUN,
Belgrano,M,012-DGRC-2000,
Belia,F,012-DGRC-2000,
Belinda,F,936/82,
Belino,M,SANTORAL,
Belisa,F,COMUN,
Belisario,M,USJ,ORIGEN: GRIEGO  SIGNIFICADO: MILITAR ROMANO, AMIGO DEL EMPERADOR JUSTINIA NONOMBRE DE UN GENERAL DEL SIGLO VIFLECHA, FLECHERO. EL QUE ARROJA SAETA CON CAPACIDAD. CARACTERIZACION DEL NOMBRE: COMUN  GENERO: MASCULINO VARIACION DE GENERO: BELISARIA.
Belkis,F,2/00,
Belkyss,F,012-DGRC-2000,
Bell,A,012-DGRC-2000 A/OTRO,
Bella,F,887/77,
Bellanca,F,012-DGRC-2000,
Belle,F,012-DGRC-2000,
Belona,F,COMUN,
Belsy,F,012-DGRC-2000,
Beltran,M,880/76,
Bem,M,012-DGRC-2000,
Ben,M,838/73,
Ben Hur,A,ACOMP/OTRO 12/00,
Bena,F,012-DGRC-2000,
Benedetta,F,012-DGRC-2000,
Benedict,M,012-DGRC-2000,
Benedicta,M,363/54,
Benedicto,M,SANTORAL,
Benen,M,012-DGRC-2000,
Benet,M,012-DGRC-2000,
Benett,M,012-DGRC-2000,
Benicio,M,USJ,ORIGEN: LATINO  SIGNIFICADO: AMIGO DE CABALGAR, DEL APELLIDO DE SAN FE- LIPE BENICIORELIGIOSO FLORENTINO DEL SIGLO XIII, FUNDADOR DE LA ORDEN DE LOS SERVITAS- CARACTERIZACION DEL NOMBRE: COMUN  GENERO: MASCULINO VARIACION DE GENERO: BENICIA.
Benigno,M,USJ,ORIGEN: LATINO  SIGNIFICADO; DEL LATIN "BENIGNUS", QUE NO DA¥A, AMABLE CON LAS GENTES CARACTERIZACION DEL NOMBRE: COMUN  GENERO: MASCULINO VARIACION DE GENERO: BENIGNA
Benilda,F,USJ,ORIGEN: GERMANO  SIGNIFICADO: COMBATE DEL OSOSANTA BENILDA ANCIANA COR- DOBESA MARTIRIZADA POR LOS MUSULMANES A MEDIADOS DEL SIGLO IX. CARACTERIZACION DEL NOMBRE: COMUN  GENERO: FEMENINO  VARIACION DE GENERO BENILDO.
Benilde,F,880/76,
Benildes,F,SANTORAL,
Benita,F,COMUN,ORIGEN: LATINOSIGNIFICADO: FORMA POPULAR ESPA¥OLA DEL LATIN "BENEDIC TUS", CONTRACCION DE BENEDICTO, SAN BENITO DE NURSIA, PATRIARCA DE LOS MONJES DE OCCIDENTENOMBRE: COMUNGENERO: FEMENINOVARIACION DE GENERO: BENITO.
Benito,M,COMUN,ORIGEN: LATINOSIGNIFICADO: FORMA POPULAR ESPA¥OLA DEL LATIN"BENEDIC- TUS", CONTRACCION DE BENEDICTO, SAN BENITO DE NURSIA, PATRIARCA DE LOS MONJES DE OCCIDENTENOMBRE: COMUNGENERO: MASCULINOVARIACION DE GENERO: BENITA
Benjamin,M,COMUN,ORIGEN: HEBREOSIGNIFICADO: HIJO DE MI MANO DIESTRA, SEGUN LA GENEALO GIA BIBLICA ES EL ULTIMO HIJO DE JACOB Y DE RAQUELNOMBRE: COMUN GENERO: MASCULINOVARIACION DE GENERO: BENJAMINA.
Benjasmin,F,012-DGRC-2000,
Bennett,M,012-DGRC-2000,
Benny,M,012-DGRC-2000,
Benoit,M,1/00,
Benon,M,SANTORAL,
Benson,M,012-DGRC-2000,
Bent,M,012-DGRC-2000,
Bente,F,012-DGRC-2000,
Bentley,M,012-DGRC-2000,
Beraja,F,10/99,
Beranger,M,CIRC. 05/2000,
Berardo,M,SANTORAL,ORIGEN: GERMANICOSIGNIFICADO: VARIEDAD DE "BERNARDO"PUEDE SER AFERE SIS DE EBERHARD, EN EL SANTORAL, UN MISIONERO FRANCISCANO, DISCIPULO DE SAN FRANCISCO, MARTIR EN MARRUECOS A PRINCIPIOS DEL SIGLO XIIIGENE RO: MASCULINOVARIACION DE GENERO: BERARDA.
Bercario,M,SANTORAL,
Berend,M,21/01,
Berenger,M,012-DGRC-2000,
Berenice,F,655/66,ORIGEN: HELENISTICOSIGNIFICADO: NOMBRE DE UNA HERMANA DE CLEOPATRA Y DE VARIAS REINAS DEL ORIENTE ALEJANDRINOLA QUE TRAE LA VICTORIA. NOMBRE; COMUNGENERO: FEMENINO
Bergo,M,012-DGRC-2000,
Bergren,M,012-DGRC-2000,
Berit,F,012-DGRC-2000,
Berjuhi,A,ACOMP/OTRO12/99,
Berk,M,012-DGRC-2000,
Berkeley,M,012-DGRC-2000,
Berko,M,012-DGRC-2000,
Bern,M,012-DGRC-2000,
Berna,F,012-DGRC-2000,
Bernabe,M,768/71,ORIGEN: HEBREOSIGNIFICADO: HIJO DEL PROFETA, HIJO DE LA PROFECIA, HI- JO DE LA CONSOLACION, ESTE ES UN SOBRENOMBRE DADO POR LOS APOSTOLES A JOSE, LEVITA ORIUNDO DE CHIPRE QUE ERA CONOCIDO POR LOS CRISTIANOS PRI- MITIVOS POR SU BENEFICENCIANOMBRE: COMUNGENERO: MASCULINO.-
Bernabela,F,6/00,
Bernadette,F,865/75,
Bernadine,F,012-DGRC-2000,
Bernard,M,012-DGRC-2000,
Bernarda,F,COMUN,
Bernardino,M,867/75,ORIGEN: GERMANICOGENERO: MASCULINOVARIACION DE GENERO: BERNARDI- NA.
Bernardita,F,637/65,ORIGEN: GERMANICOSIGNIFICADO: DIMINUTIVO DE BERNARDA, UNA VIDENTE DE LOURDES, HIJA DEL MOLINERO SOUBIROUS, CANONIZADA EN 1933GENERO: FEMENI NO.-
Bernardo,M,COMUN,ORIGEN: GERMANICOSIGNIFICADO: FUERTEPOTENTEVALIENTE Y AUDAZ COMO UN OSOSAN BERNARDO DE MENTON, FUNDADOR DEL ASILO ALPINO QUE LLEVA SU NOMBRENOMBRE: COMUNGENERO: MASCULINOVARIACION DE GENERO: BERNAR DA.-
Berne,M,012-DGRC-2000,
Berniago,M,SANTORAL,
Bernice,F,012-DGRC-2000,
Bernie,M,012-DGRC-2000,
Bernon,M,SANTORAL,
Bernwardo,M,SANTORAL,
Beronico,M,SANTORAL,
Bert,M,012-DGRC-2000,
Berta,F,COMUN,ORIGEN: GERMANICOSIGNIFICADO: BRILLANTE, DISTINGUIDA, LA ILUSTRE QUE BRILLA POR SU PERSONALIDADNOMBRE: COMUNGENERO: FEMENINO.
Bertel,M,012-DGRC-2000,
Bertha,F,012-DGRC-2000,
Berthold,M,012-DGRC-2000,
Bertil,M,012-DGRC-2000,
Bertila,F,SANTORAL,ORIGEN"GERMANICOSIGNIFICADO: DIMINUTIVO DE BERTASAN BERTILA, ERA ES POSA DE SAN VALBERTODIMINUTIVOGENERO: FEMENINO.
Bertilda,F,350/54,ORIGEN: TEUTONSIGNIFICADO: LA QUE COMBATE, LA ILUSTREGENERO: FEME- NINO.
Bertina,F,012-DGRC-2000,
Bertino,M,012-DGRC-2000,
Bertoldo,M,USJ,ORIGEN: GODO  SIGNIFICADO: BRILLANTE, FIEL, EL JEFE ESPLENDIDO DE"BERTO" Y "ALD". CARACTERIZACION DEL NOMBRE: COMUN  GENERO: MASCULINO VARIACION DE GEBNERO: BERTOLDA.
Berton,M,012-DGRC-2000,
Bertran,M,USJ,ORIGEN: GERMANICO  SIGNIFICADO: CUERVO BRILLANTE QUE LLEVA UN ESCUDO REFULGENTE. CARACTERIZACION DEL NOMBRE: COMUN  GENERO: MASCULINO VARIACION DE BELTRAN.
Bertrand,M,012-DGRC-2000,
Bertulfo,M,SANTORAL,ORIGEN: TEUTONSIGNIFICADO: EL GUERRERO QUE BRILLAGENERO: MASCULINO
Beryl,A,012-DGRC-2000 A/OTRO,
Bes,F,012-DGRC-2000,
Besa,M,SANTORAL,
Besarion,M,SANTORAL,ORIGEN: GRIEGOSIGNIFICADO: EL CAMINANTEGENERO: MASCULINO
Bess,F,012-DGRC-2000,
Beta,F,012-DGRC-2000,
Betania,F,750/70,
Beth,F,012-DGRC-2000,
Bethany,F,012-DGRC-2000,
Bethsabe,F,012-DGRC-2000,
Betiana,F,PCIA BS AS,
Betina,F,452/56,
Betsabe,F,851/74,ORIGEN: HEBREOSIGNIFICADO: SEPTIMA HIJA, LA HIJA DEL JURAMENTO, ERA ES POSA DE DAVID Y MADRE DE SALOMONGENERO: FEMENINO.
Betsy,F,012-DGRC-2000,
Bette,F,012-DGRC-2000,
Bettina,F,658/67,
Betty,F,012-DGRC-2000,
Beulah,F,012-DGRC-2000,
Bevan,M,012-DGRC-2000,
Beverly,A,ACOMP/OTRO,
Bevin,A,012-DGRC-2000 A/OTRO,
Bhoomika,F,9/04,
Bialy,M,012-DGRC-2000,
Bian,F,012-DGRC-2000,
Bianca,F,31/84,
Bianor,M,SANTORAL,
